,Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
12372,Bubble Bobble also featuring Rainbow Islands,PS,1995.0,Puzzle,0.06,,,,,
12373,Intellivision Lives!,GC,2004.0,Misc,0.06,,,,,
12374,Tokobot,PSP,2005.0,Platform,0.06,72.0,30.0,7.3,8.0,E
12375,Monster Madness: Grave Danger,PS3,2008.0,Shooter,0.06,55.0,25.0,7.13,,T
12376,Panzer Tactics,DS,2007.0,Strategy,0.06,,,,,
12377,Pro Yaky? Spirits 2013,PSV,2013.0,Sports,0.06,,,,,
12378,Robotica,SAT,1994.0,Shooter,0.06,,,,,
12379,Super Robot Wars OG: The Moon Dwellers,PS3,2016.0,Misc,0.06,,,,,
12380,Deathrow: Underground Team Combat,XB,2002.0,Sports,0.06,,,,,
12381,The Amazing Spider-Man 2 (2014),3DS,2014.0,Action,0.06,,,,,
12382,Paws & Claws: Marine Rescue,DS,2011.0,Simulation,0.06,,,,,
12383,Land of the Dead: Road to Fiddler's Green,XB,2005.0,Shooter,0.06,32.0,9.0,5.8,10.0,M
12384,Odin Sphere: Leifthrasir,PS3,2016.0,Role-Playing,0.06,,,7.0,29.0,T
12385,R-Types,PS,1998.0,Shooter,0.06,,,,,
12386,Star Fighter,PS,1995.0,Shooter,0.06,,,,,
12387,Game Center CX: 3-Choume no Arino,3DS,2014.0,Action,0.06,,,,,
12388,Assetto Corsa,PS4,2016.0,Racing,0.06,73.0,35.0,6.2,70.0,E
12389,NHL 2K9,Wii,2008.0,Sports,0.06,65.0,11.0,5.4,19.0,E10+
12390,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008.0,Misc,0.06,,,,,
12391,Osu! Tatakae! Ouendan,DS,2005.0,Misc,0.06,,,,,
12392,Dissidia: Final Fantasy Universal Tuning,PSP,2009.0,Fighting,0.06,,,,,
12393,Fast Food Panic,Wii,2009.0,Simulation,0.06,57.0,6.0,7.13,,E
12394,"Warhammer 40,000: Squad Command",DS,2007.0,Strategy,0.06,57.0,21.0,7.9,16.0,T
12395,Johnny Test,DS,2011.0,Platform,0.06,,,0.9,7.0,E
12396,One Piece: Burning Blood,XOne,2016.0,Fighting,0.06,60.0,10.0,5.8,12.0,T
12397,TrackMania Turbo,XOne,2016.0,Action,0.06,76.0,12.0,7.7,27.0,E
12398,Pro Evolution Soccer 2015,PC,2014.0,Sports,0.06,82.0,8.0,5.8,173.0,
12399,Jewels of the Ages,DS,2011.0,Puzzle,0.06,,,7.13,,E
12400,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011.0,Adventure,0.06,,,,,
12401,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007.0,Role-Playing,0.06,,,,,
12402,Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,0.06,83.0,31.0,8.3,116.0,M
12403,Bionicle Heroes,DS,2006.0,Shooter,0.06,72.0,11.0,6.4,15.0,T
12404,Mystic Heroes,PS2,2002.0,Action,0.06,67.0,7.0,8.6,14.0,T
12405,Tron 2.0: Killer App,GBA,2004.0,Action,0.06,68.0,16.0,7.13,,E
12406,Jurassic Park III: Park Builder,GBA,2001.0,Simulation,0.06,65.0,5.0,8.0,5.0,E
12407,Unchained Blades ,PSP,2011.0,Role-Playing,0.06,61.0,8.0,7.5,15.0,T
12408,NHL Legacy,X360,2015.0,Action,0.06,,,,,
12409,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011.0,Fighting,0.06,,,,,
12410,Santa Claus Is Comin' to Town!,DS,2011.0,Puzzle,0.06,,,,,
12411,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015.0,Action,0.06,,,,,
12412,Octomania,Wii,2007.0,Puzzle,0.06,66.0,9.0,7.13,,E
12413,Godzilla (2014),PS3,2014.0,Action,0.06,,,,,
12414,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008.0,Adventure,0.06,,,,,
12415,Showtime Championship Boxing,Wii,2007.0,Fighting,0.06,35.0,7.0,4.7,10.0,E10+
12416,LEGO Bionicle,GBA,2001.0,Platform,0.06,,,7.13,,E
12417,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016.0,Action,0.06,,,,,
12418,Power Shovel,PS,2000.0,Action,0.06,,,,,
12419,Bomberman Land,PSP,2007.0,Misc,0.06,55.0,14.0,7.8,4.0,E
12420,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995.0,Simulation,0.06,,,,,
12421,My Pet Chimp,DS,2010.0,Simulation,0.06,,,7.13,,E
12422,Generator Rex: Agent of Providence,X360,2011.0,Action,0.06,,,4.0,6.0,E10+
12423,Chrysler Classic Racing,Wii,2008.0,Racing,0.06,40.0,4.0,7.13,,E
12424,Spy Games: Elevator Mission,Wii,2007.0,Shooter,0.06,,,7.13,,T
12425,The Book of Unwritten Tales: The Critter Chronicles,PC,2011.0,Action,0.06,,,,,
12426,Steins;Gate,PS3,2012.0,Adventure,0.06,83.0,8.0,8.7,51.0,M
12427,Nights of Azure,PS4,2015.0,Action,0.06,67.0,40.0,7.6,71.0,T
12428,Strike Force Bowling,GC,2005.0,Sports,0.06,47.0,4.0,7.13,,E
12429,Age of Empires Online,PC,2011.0,Strategy,0.06,70.0,44.0,5.6,186.0,E10+
12430,Earth Defense Force 2017 Portable,PSV,2012.0,Action,0.06,68.0,36.0,7.9,31.0,T
12431,Atelier Iris 2: The Azoth Of Destiny,PS2,2005.0,Role-Playing,0.06,68.0,34.0,7.8,14.0,E10+
12432,Spy Fox in Dry Cereal,Wii,2008.0,Adventure,0.06,,,7.13,,E
12433,There,PS,2002.0,Simulation,0.06,,,,,
12434,Tokimeki no Houkago,PS,1998.0,Misc,0.06,,,,,
12435,Championship Surfer,PS,2000.0,Sports,0.06,57.0,5.0,7.13,,E
12436,Zumba Fitness Core,Wii,2012.0,Misc,0.06,,,7.13,,E10+
12437,Lego Batman 3: Beyond Gotham,PC,2014.0,Action,0.06,,,6.8,21.0,E10+
12438,Di-Gata Defenders,DS,2008.0,Role-Playing,0.06,,,7.13,,E
12439,Monster Garage,XB,2004.0,Strategy,0.06,38.0,5.0,7.13,,T
12440,ZhuZhu Pets: Quest for Zhu,DS,2011.0,Misc,0.06,,,7.13,,
12441,Akai Katana Shin,X360,2011.0,Shooter,0.06,,,,,
12442,A-Train: City Simulator,3DS,2014.0,Simulation,0.06,65.0,4.0,7.13,,E10+
12443,Tecmo Classic Arcade,XB,2005.0,Misc,0.06,55.0,26.0,7.13,,E
12444,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005.0,Misc,0.06,,,,,
12445,Mad Maestro!,PS2,2001.0,Misc,0.06,,,,,
12446,Densha De Go! 3 Tsuukinhen,PS2,2001.0,Simulation,0.06,,,,,
12447,Biker Mice From Mars,PS2,2006.0,Racing,0.06,27.0,4.0,7.13,,E10+
12448,From The Abyss,DS,2008.0,Role-Playing,0.06,59.0,9.0,8.0,5.0,E
12449,Jewel Quest IV: Heritage,DS,2011.0,Puzzle,0.06,,,7.13,,E
12450,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006.0,Misc,0.06,,,,,
12451,Sudoku Ball Detective,DS,2009.0,Puzzle,0.06,54.0,6.0,7.13,,E10+
12452,The LEGO Movie Videogame,PC,2014.0,Action,0.06,68.0,7.0,6.8,33.0,E10+
12453,DuckTales: Remastered,WiiU,2013.0,Action,0.06,76.0,10.0,7.9,100.0,E
12454,Giants: Citizen Kabuto,PS2,2001.0,Shooter,0.06,79.0,15.0,6.9,8.0,T
12455,Steins;Gate,X360,2009.0,Adventure,0.06,,,,,
12456,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014.0,Adventure,0.06,,,,,
12457,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005.0,Role-Playing,0.06,,,,,
12458,MX vs. ATV Supercross,X360,2014.0,Racing,0.06,48.0,10.0,4.8,14.0,E
12459,Grand Kingdom,PSV,2015.0,Role-Playing,0.06,76.0,11.0,8.8,33.0,T
12460,Risen 3: Titan Lords,PS4,2015.0,Role-Playing,0.06,,,,,
12461,Guilty Gear XX Accent Core Plus,PS2,2008.0,Fighting,0.06,,,8.0,7.0,T
12462,LEGO Batman: The Videogame,PC,2008.0,Action,0.06,80.0,15.0,7.8,61.0,E10+
12463,Alone in the Dark,PS2,2008.0,Adventure,0.06,47.0,10.0,5.4,24.0,M
12464,Muppets Party Cruise,PS2,2003.0,Misc,0.06,61.0,11.0,8.0,6.0,E
12465,Higurashi Daybreak Portable,PSP,2008.0,Adventure,0.06,,,,,
12466,Shonen Jump's One Piece: Grand Battle,GC,2005.0,Fighting,0.06,,,,,
12467,Transformer: Rise of the Dark Spark,WiiU,2014.0,Action,0.06,,,,,
12468,Barbie Horse Adventures: Wild Horse Rescue,XB,2003.0,Sports,0.06,,,,,
12469,Blast Lacrosse,PS,2001.0,Sports,0.06,,,,,
12470,Kikou Heidan J-Phoenix,PS2,2001.0,Action,0.06,,,,,
12471,Backyard NFL Football '10,PS2,2009.0,Sports,0.06,,,,,
12472,DreamWorks Super Star Kartz,X360,2011.0,Racing,0.06,,,7.13,,E
12473,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,0.06,64.0,40.0,7.9,51.0,M
12474,Legend of Kay,DS,2010.0,Action,0.06,,,7.13,,E
12475,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005.0,Action,0.06,,,,,
12476,Bubble Bobble: Old & New,GBA,2002.0,Puzzle,0.06,,,,,
12477,Speed,Wii,2010.0,Racing,0.06,,,7.13,,E
12478,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010.0,Fighting,0.06,,,,,
12479,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012.0,Action,0.06,,,,,
12480,Kekkon: Marriage,SAT,1995.0,Adventure,0.06,,,,,
12481,KimiKiss,PS2,2006.0,Adventure,0.06,,,,,
12482,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011.0,Action,0.06,,,,,
12483,Cold Fear,XB,2005.0,Action,0.06,71.0,41.0,7.6,20.0,M
12484,Imagine: Gymnast,DS,2008.0,Simulation,0.06,,,7.13,,E
12485,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010.0,Misc,0.06,,,,,
12486,Challenge Me: Brain Puzzles,DS,2009.0,Puzzle,0.06,65.0,6.0,7.13,,E
12487,Shining Force Feather,DS,2009.0,Strategy,0.06,,,,,
12488,The Technomancer,PS4,2016.0,Role-Playing,0.06,60.0,38.0,6.7,116.0,M
12489,Kurupoto Cool Cool Stars,DS,2007.0,Action,0.06,,,7.13,,E
12490,Attack on Titan (KOEI),PS3,2016.0,Action,0.06,,,,,
12491,Cocoto Kart Racer,Wii,2008.0,Racing,0.06,,,7.13,,E
12492,Mobile Suit Gundam 00: Gundam Meisters,PS2,2008.0,Action,0.06,,,,,
12493,Imagine: Cheerleader,DS,2009.0,Simulation,0.06,,,7.13,,E
12494,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014.0,Action,0.06,,,,,
12495,Theme Park,DS,2007.0,Simulation,0.06,72.0,15.0,7.6,14.0,E
12496,Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,0.06,77.0,51.0,8.1,37.0,M
12497,The Great Escape,XB,2003.0,Action,0.06,55.0,24.0,7.13,,T
12498,Blur,PC,2010.0,Racing,0.06,81.0,24.0,7.4,177.0,E10+
12499,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014.0,Strategy,0.06,,,,,
12500,The Next BIG Thing,PC,2011.0,Adventure,0.06,75.0,30.0,7.9,35.0,E10+
12501,Metal Gear Solid: Social Ops,PS2,2002.0,Action,0.06,,,,,
12502,Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006.0,Misc,0.06,,,,,
12503,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008.0,Simulation,0.06,,,,,
12504,PenPen TriIceLon,DC,1998.0,Racing,0.06,,,,,
12505,Salt Lake 2002,GBA,2002.0,Sports,0.06,55.0,7.0,7.13,,E
12506,SBK 2011: FIM Superbike World Championship,X360,2011.0,Racing,0.06,,,,,
12507,DropCast,DS,2008.0,Puzzle,0.06,66.0,4.0,7.13,,E
12508,Alien Syndrome,Wii,2007.0,Role-Playing,0.06,48.0,24.0,7.1,23.0,T
12509,Vexx,GC,2003.0,Platform,0.06,71.0,22.0,7.3,6.0,T
12510,Crazy Chicken Tales,Wii,2009.0,Action,0.06,,,7.13,,E10+
12511,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010.0,Action,0.06,,,,,
12512,Mega Man Battle Network 5: Double Team DS (US sales),DS,2005.0,Role-Playing,0.06,,,,,
12513,Attack on Titan (KOEI),XOne,2016.0,Action,0.06,,,,,
12514,Batman: Rise of Sin Tzu,GC,2003.0,Action,0.06,63.0,17.0,7.13,,T
12515,Secret Files: Tunguska,Wii,2008.0,Adventure,0.06,65.0,12.0,7.6,8.0,T
12516,EverQuest II: Destiny of Velious,PC,2011.0,Role-Playing,0.06,,,7.4,5.0,T
12517,Unreal Tournament III,PC,2007.0,Shooter,0.06,83.0,41.0,8.0,523.0,M
12518,Disney Sports Skateboarding,GC,2002.0,Sports,0.06,36.0,7.0,4.7,6.0,E
12519,Summon Night 6: Lost Borders,PSV,2016.0,Action,0.06,,,,,
12520,Summon Night 2,DS,2008.0,Role-Playing,0.06,,,,,
12521,Chou Soujuu Mecha MG,DS,,Simulation,0.06,,,,,
12522,Pro Evolution Soccer 2012,PS2,2011.0,Action,0.06,,,8.2,11.0,E
12523,Grey's Anatomy: The Video Game,Wii,2009.0,Adventure,0.06,65.0,4.0,7.13,,T
12524,Terminator 3: The Redemption,XB,2004.0,Shooter,0.06,66.0,38.0,8.6,5.0,T
12525,Arkanoid DS,DS,2007.0,Puzzle,0.06,61.0,29.0,7.0,5.0,E
12526,Call of Duty 2,PC,2005.0,Shooter,0.06,86.0,64.0,8.4,626.0,T
12527,Big Bang Mini,DS,2009.0,Shooter,0.06,78.0,39.0,8.2,26.0,E
12528,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012.0,Action,0.06,,,,,
12529,Chevrolet Camaro: Wild Ride,Wii,2010.0,Racing,0.06,,,7.13,,E
12530,Genkai Tokki: Moero Crystal,PSV,2015.0,Role-Playing,0.06,,,,,
12531,Project Setsuna,PS4,2016.0,Role-Playing,0.06,,,,,
12532,Serious Sam II,XB,2005.0,Shooter,0.06,72.0,34.0,6.7,11.0,M
12533,Neon Genesis Evangelion,N64,1999.0,Adventure,0.06,,,,,
12534,Song of the Deep,XOne,2016.0,Action,0.06,66.0,12.0,6.9,20.0,E
12535,JoJo's Bizarre Adventure: All Star Battle,3DS,2012.0,Fighting,0.06,,,,,
12536,Digimon All-Star Rumble,X360,2014.0,Fighting,0.06,,,5.7,10.0,E10+
12537,The Legend of Heroes VII: The Trail of Blue,PSV,2014.0,Role-Playing,0.06,,,,,
12538,MotoGP 10/11,X360,2011.0,Racing,0.06,72.0,31.0,,,E
12539,Cabela's Big Game Hunter (2008),X360,2007.0,Sports,0.06,51.0,5.0,7.13,,T
12540,Dead Rising 2: Off the Record,PC,2011.0,Action,0.06,66.0,10.0,5.3,54.0,M
12541,Flipnic: Ultimate Pinball,PS2,2003.0,Misc,0.06,64.0,28.0,8.1,12.0,E
12542,ICO,PS3,2011.0,Action,0.06,,,7.4,27.0,T
12543,Eigo de Tabisuru: Little Charo,DS,2011.0,Misc,0.06,,,,,
12544,World Series of Poker 2008: Battle for the Bracelets,DS,2007.0,Misc,0.06,,,7.13,,T
12545,NBA Hangtime,PS,1996.0,Sports,0.06,,,,,
12546,Busy Scissors,DS,2010.0,Simulation,0.06,,,7.13,,E
12547,Dreamer Series: Zoo Keeper,DS,2010.0,Simulation,0.06,,,7.13,,
12548,D.C. II P.S.: Da Capo II Plus Situation,PS2,2008.0,Adventure,0.06,,,,,
12549,The Witcher,PC,2007.0,Role-Playing,0.06,81.0,50.0,8.8,1116.0,M
12550,Mike Piazza's Strike Zone,N64,1998.0,Sports,0.06,,,,,
12551,Bust-A-Move '99,N64,1998.0,Puzzle,0.06,,,,,
12552,Star Soldier: Vanishing Earth,N64,1998.0,Shooter,0.06,,,,,
12553,Top Gear Hyper-Bike,N64,1999.0,Racing,0.06,,,,,
12554,Brunswick Circuit Pro Bowling,N64,1999.0,Sports,0.06,,,,,
12555,Olympic Hockey 98,N64,1998.0,Sports,0.06,,,,,
12556,CyberTiger,N64,2000.0,Sports,0.06,,,,,
12557,Polaris SnoCross,N64,2000.0,Racing,0.06,,,,,
12558,Penny Racers,N64,1998.0,Racing,0.06,,,,,
12559,S.C.A.R.S,N64,1998.0,Racing,0.06,,,,,
12560,Another Code R: A Journey into Lost Memories,Wii,2009.0,Adventure,0.06,66.0,27.0,,,
12561,Virtual Chess 64,N64,1998.0,Misc,0.06,,,,,
12562,Marvel Super Heroes,SAT,1997.0,Fighting,0.06,,,,,
12563,Worms Blast,GC,2002.0,Puzzle,0.06,65.0,12.0,7.13,,E
12564,Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015.0,Role-Playing,0.06,,,8.0,14.0,T
12565,Prinny: Can I Really Be The Hero? (US sales),PSP,,Action,0.06,,,,,
12566,Coded Arms: Contagion,PSP,2007.0,Shooter,0.06,56.0,20.0,6.6,28.0,T
12567,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007.0,Adventure,0.06,,,7.2,6.0,E
12568,Smile PreCure! Let's Go! Marchen World,3DS,2012.0,Action,0.06,,,,,
12569,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009.0,Shooter,0.06,80.0,44.0,8.7,602.0,M
12570,IHRA Professional Drag Racing 2005,XB,2004.0,Racing,0.06,36.0,5.0,7.13,,E
12571,Tokyo Xtreme Racer Advance,GBA,2005.0,Racing,0.06,,,7.13,,E
12572,Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015.0,Action,0.06,,,,,
12573,Disney's Kim Possible: Global Gemini,DS,2007.0,Platform,0.06,70.0,5.0,7.13,,E
12574,Rock Blast,DS,2008.0,Puzzle,0.06,,,7.13,,E
12575,I Love Beauty: Hollywood Makeover,DS,2009.0,Misc,0.06,,,7.13,,E
12576,A New Beginning,PC,2010.0,Adventure,0.06,,,,,
12577,World Cup of Pool,DS,2009.0,Sports,0.06,,,7.13,,E
12578,Santa Claus Is Comin' to Town!,Wii,2011.0,Puzzle,0.06,,,7.13,,E
12579,Create,PC,2010.0,Action,0.06,54.0,7.0,6.8,9.0,E
12580,MLB Power Pros 2008,DS,2008.0,Sports,0.06,70.0,7.0,7.13,,E
12581,Combat Elite: WWII Paratroopers,PS2,,Shooter,0.06,54.0,12.0,7.13,,T
12582,Power Pro Success Legends,PSP,2010.0,Sports,0.06,,,,,
12583,Killer Loop,PS,1999.0,Racing,0.06,,,,,
12584,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006.0,Sports,0.06,,,4.0,4.0,T
12585,Little League World Series Baseball 2008,DS,2008.0,Sports,0.06,61.0,5.0,7.13,,E
12586,Worldwide Soccer,SAT,1994.0,Sports,0.06,,,,,
12587,Toriko: Gourmet Battle!,3DS,2013.0,Role-Playing,0.06,,,,,
12588,Tony Hawk's Pro Skater 5,PS3,2015.0,Sports,0.06,,,3.1,12.0,T
12589,Showtime Championship Boxing,DS,2007.0,Fighting,0.06,33.0,4.0,7.13,,E10+
12590,Commandos: Strike Force,PS2,2006.0,Shooter,0.06,58.0,26.0,8.5,11.0,T
12591,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004.0,Shooter,0.06,57.0,16.0,8.6,11.0,T
12592,Puzzler Collection,Wii,2008.0,Puzzle,0.06,,,7.13,,E
12593,Rapala Pro Fishing,GBA,2004.0,Sports,0.06,,,7.13,,E
12594,Guilty Gear X: Advance Edition,GBA,2002.0,Fighting,0.06,67.0,14.0,5.9,10.0,T
12595,Fate/Tiger Colosseum Upper,PSP,2008.0,Fighting,0.06,,,,,
12596,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009.0,Misc,0.06,,,,,
12597,Warriors of the Lost Empire,PSP,2007.0,Role-Playing,0.06,52.0,6.0,7.4,12.0,T
12598,Pop Cutie! Street Fashion Simulation,DS,2008.0,Simulation,0.06,,,,,
12599,Ford Racing 3,GBA,2005.0,Racing,0.06,,,7.13,,E
12600,Culdcept Revolt,3DS,2016.0,Strategy,0.06,,,,,
12601,Devil's Third,WiiU,2015.0,Action,0.06,43.0,54.0,6.5,283.0,M
12602,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006.0,Misc,0.06,,,,,
12603,World Soccer Winning Eleven 9 (US sales),PSP,2005.0,Sports,0.06,,,,,
12604,Star Trek: Tactical Assault,DS,2006.0,Strategy,0.06,63.0,15.0,7.0,10.0,E
12605,Oddworld: Munch's Oddysee,GBA,2003.0,Platform,0.06,44.0,15.0,2.5,4.0,E
12606,Winning Post 4 Maximum,PS2,2000.0,Sports,0.06,,,,,
12607,Xiaolin Showdown,PSP,2006.0,Action,0.06,59.0,4.0,7.13,,E10+
12608,Exhibition Volume 5,XB,2004.0,Misc,0.06,,,,,
12609,Record of Lodoss War: Eiyuu Sensou,SCD,1994.0,Role-Playing,0.06,,,,,
12610,Pro Yakyuu Netsu Star 2007,PS2,2007.0,Sports,0.06,,,,,
12611,Starry ? Sky: In Summer,PSP,2010.0,Misc,0.06,,,,,
12612,Klonoa Beach Volleyball,PS,2002.0,Sports,0.06,,,,,
12613,Melty Blood: Actress Again,PS2,2009.0,Fighting,0.06,,,,,
12614,Mahouka Koukou no Rettousei: Out of Order,PSV,2014.0,Adventure,0.06,,,,,
12615,3D Lemmings,PS,1995.0,Puzzle,0.06,,,,,
12616,Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005.0,Action,0.06,,,,,
12617,Broken Sword: The Shadow of the Templars,GBA,2002.0,Adventure,0.06,80.0,17.0,7.8,10.0,T
12618,Resident Evil - Code: Veronica X,GC,2003.0,Action,0.06,62.0,16.0,8.5,32.0,M
12619,Corpse Party: Back to School Edition,3DS,2016.0,Adventure,0.06,,,,,
12620,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995.0,Adventure,0.06,,,,,
12621,Kelly Slater's Pro Surfer,GC,2002.0,Sports,0.06,80.0,15.0,7.13,,E
12622,I Am In The Movie,PSP,2012.0,Simulation,0.06,,,,,
12623,Zoo Tycoon: Complete Collection,PC,2003.0,Strategy,0.06,,,8.0,8.0,E
12624,Trapt,PS2,2005.0,Action,0.06,60.0,36.0,7.9,14.0,M
12625,Splat Renegade Paintball,XB,2005.0,Sports,0.06,44.0,14.0,7.13,,T
12626,Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,0.06,68.0,16.0,7.8,36.0,T
12627,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013.0,Shooter,0.06,,,7.13,,E10+
12628,Metal Max 4: Gekkou no Diva,3DS,2013.0,Role-Playing,0.06,,,,,
12629,Magi: Aratanaru Sekai,3DS,2014.0,Role-Playing,0.06,,,,,
12630,Worms 3D,XB,2003.0,Strategy,0.06,69.0,20.0,8.4,10.0,T
12631,Playmobil Knights,DS,2009.0,Action,0.06,,,7.13,,E
12632,MXGP 2,XOne,2016.0,Racing,0.06,,,,,
12633,PoPoLoCrois,PSP,2005.0,Role-Playing,0.06,66.0,41.0,7.4,17.0,E
12634,Dragon Rage,PS2,2001.0,Shooter,0.06,50.0,9.0,6.4,9.0,T
12635,Theresia...,DS,2008.0,Adventure,0.06,61.0,6.0,8.0,8.0,M
12636,Sacred 2: Fallen Angel,PC,2008.0,Role-Playing,0.06,71.0,41.0,6.9,203.0,M
12637,Dance Sensation!,Wii,2010.0,Misc,0.06,,,,,
12638,Adventure Time: The Secret of the Nameless Kingdom,X360,2014.0,Action,0.06,58.0,5.0,7.5,4.0,E10+
12639,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,0.06,58.0,10.0,7.0,5.0,E
12640,Raw Danger! (JP sales),PS2,2006.0,Action,0.06,,,,,
12641,Archer Maclean Presents: Pool Paradise,PS2,2004.0,Sports,0.06,,,,,
12642,Jumper: Griffin's Story,X360,2008.0,Action,0.06,29.0,16.0,3.3,30.0,T
12643,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006.0,Misc,0.06,,,,,
12644,Utawarerumono: Itsuwari no Kamen,PS4,2015.0,Adventure,0.06,,,,,
12645,pro evolution soccer 2011,PC,2010.0,Sports,0.06,79.0,9.0,,,
12646,Backyard Skateboarding 2006,GBA,2004.0,Sports,0.06,,,,,
12647,Syndicate,PC,1992.0,Strategy,0.06,,,,,
12648,Tron 2.0: Killer App,XB,2004.0,Action,0.06,69.0,36.0,4.3,4.0,T
12649,Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,0.06,,,,,
12650,Call of Duty: The War Collection,X360,2010.0,Shooter,0.06,,,7.13,,M
12651,Gegege no Kitarou: Youkai Daigekisen,DS,2008.0,Action,0.06,,,,,
12652,Dig Dug: Digging Strike,DS,2005.0,Puzzle,0.06,65.0,24.0,7.13,,E
12653,FIFA Soccer 07,DS,2006.0,Sports,0.06,,,,,
12654,Emblem of Gundam,DS,2008.0,Strategy,0.06,,,,,
12655,The Fast and the Furious,PS2,2006.0,Racing,0.06,59.0,22.0,6.6,24.0,T
12656,Satisfashion,DS,2010.0,Misc,0.06,,,,,
12657,Imagine: Resort Owner,DS,2010.0,Strategy,0.06,,,7.13,,E
12658,G-Police: Weapons of Justice,PS,1999.0,Action,0.06,,,,,
12659,Paws & Claws: Pampered Pets 2,DS,2011.0,Simulation,0.06,,,,,
12660,Policenauts,3DO,1995.0,Adventure,0.06,,,,,
12661,All Kamen Rider: Rider Generation 2,PSP,2012.0,Action,0.06,,,,,
12662,Killing Zone,PS,1996.0,Fighting,0.06,,,,,
12663,Adventures of Lolo,NES,1989.0,Puzzle,0.06,,,,,
12664,Quiz! Hexagon II,DS,2010.0,Misc,0.06,,,,,
12665,Vampire Rain: Altered Species,PS3,2008.0,Action,0.06,30.0,15.0,3.5,36.0,M
12666,The History Channel: Battle for the Pacific,X360,2007.0,Shooter,0.06,35.0,11.0,6.1,21.0,T
12667,BlazBlue Central Fiction,PS3,2016.0,Fighting,0.06,,,7.13,,T
12668,Racing Gears Advance,GBA,2004.0,Racing,0.06,83.0,17.0,8.9,9.0,E
12669,Syphon Filter: Logan's Shadow,PS2,2010.0,Shooter,0.06,,,7.9,9.0,T
12670,NTRA Breeders' Cup World Thoroughbred Championships,XB,2005.0,Simulation,0.06,,,,,
12671,Mayhem 3D,PS3,2011.0,Racing,0.06,53.0,5.0,7.13,,E10+
12672,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008.0,Misc,0.06,,,,,
12673,Toy Soldiers: War Chest,XOne,2015.0,Action,0.06,60.0,14.0,8.4,50.0,
12674,Tanjou S Debut,SAT,1996.0,Simulation,0.06,,,,,
12675,Inversion,X360,2012.0,Shooter,0.06,53.0,51.0,6.5,72.0,M
12676,Nendoroid Generation,PSP,2012.0,Role-Playing,0.06,,,,,
12677,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993.0,Platform,0.06,,,,,
12678,Need for Speed: Shift,PC,2009.0,Racing,0.06,83.0,22.0,5.8,387.0,E
